data;tipo;detalhes;longitude;latitude
9/6/2014;Moto e Ciclomotor;Moto;-34.934345;-8.030993
9/6/2014;Ciclistas e pedestre;Pedestre;-34.886586;-8.043561
9/6/2014;Ciclistas e pedestre;Pedestre;-34.927007;-8.047289
9/6/2014;Automóveis e outros;Ônibus;-34.954011;-8.047204
9/6/2014;Automóveis e outros;Táxi;-34.907255;-8.114624
9/7/2014;Moto e Ciclomotor;Moto;-34.958067;-8.091139
9/7/2014;Moto e Ciclomotor;Moto;-34.876423;-8.062929
9/7/2014;Moto e Ciclomotor;Moto;-34.90586;-8.122972
9/7/2014;Moto e Ciclomotor;Moto;-34.901977;-8.031264
9/8/2014;Ciclistas e pedestre;Carroça;-34.878271;-8.062055
9/9/2014;Moto e Ciclomotor;Moto;-34.914138;-8.120992
9/9/2014;Moto e Ciclomotor;Ciclomotor;-34.934195;-8.063447
9/9/2014;Moto e Ciclomotor;Moto;-34.925226;-8.058842
9/9/2014;Moto e Ciclomotor;Moto;-34.912528;-8.023822
9/9/2014;Moto e Ciclomotor;Moto;-34.893168;-8.116977
9/9/2014;Moto e Ciclomotor;Moto;-34.918467;-8.056956
9/9/2014;Automóveis e outros;Táxi;-34.942692;-8.050269
9/10/2014;Moto e Ciclomotor;Acidente com morte;-34.916482;-8.133498
9/10/2014;Moto e Ciclomotor;Moto;-34.931298;-8.048118
9/10/2014;Moto e Ciclomotor;Moto;-34.907534;-8.035285
9/10/2014;Moto e Ciclomotor;Moto;-34.924056;-8.049637
9/10/2014;Moto e Ciclomotor;Moto;-34.894721;-8.049446
9/10/2014;Ciclistas e pedestre;Pedestre;-34.898415;-8.040937
9/10/2014;Automóveis e outros;Ônibus;-34.878821;-8.065675
9/10/2014;Automóveis e outros;Ônibus;-34.960041;-8.091649
9/11/2014;Moto e Ciclomotor;Moto;-34.929885;-8.085595
9/11/2014;Moto e Ciclomotor;Ciclomotor;-34.890143;-8.083513
9/11/2014;Moto e Ciclomotor;Moto;-34.91277;-8.023742
9/11/2014;Moto e Ciclomotor;Ciclomotor;-34.918215;-8.065497
9/11/2014;Moto e Ciclomotor;Moto;-34.880176;-8.036323
9/11/2014;Ciclistas e pedestre;Ciclista;-34.958947;-8.040703
9/11/2014;Automóveis e outros;Ônibus;-34.940783;-8.039646
9/11/2014;Automóveis e outros;Táxi;-34.913542;-8.116886
9/12/2014;Moto e Ciclomotor;Moto;-34.887876;-8.10169
9/12/2014;Moto e Ciclomotor;Moto;-34.923623;-8.11645
9/12/2014;Moto e Ciclomotor;Moto;-34.933519;-8.037388
9/12/2014;Moto e Ciclomotor;Ciclomotor;-34.919379;-8.080862
9/12/2014;Ciclistas e pedestre;Ciclista;-34.922568;-8.033588
9/12/2014;Ciclistas e pedestre;Ciclista;-34.896301;-8.053668
9/12/2014;Ciclistas e pedestre;Pedestre;-34.909235;-8.057073
9/12/2014;Automóveis e outros;Táxi;-34.909154;-8.047491
9/14/2014;Moto e Ciclomotor;Moto;-34.891484;-8.034998
9/14/2014;Ciclistas e pedestre;Pedestre;-34.889196;-8.011161
9/14/2014;Ciclistas e pedestre;Pedestre;-34.928992;-8.094262
9/14/2014;Automóveis e outros;Táxi;-34.940246;-8.046078
9/14/2014;Automóveis e outros;Táxi;-34.883724;-8.098195
9/14/2014;Automóveis e outros;Táxi;-34.916734;-8.10857
9/15/2014;Moto e Ciclomotor;Moto;-34.893654;-8.004781
9/15/2014;Moto e Ciclomotor;Moto;-34.904745;-8.053068
9/15/2014;Moto e Ciclomotor;Moto;-34.921514;-8.118958
9/15/2014;Moto e Ciclomotor;Ciclomotor;-34.909747;-8.110564
9/15/2014;Moto e Ciclomotor;Moto;-34.911681;-8.053918
9/15/2014;Ciclistas e pedestre;Ciclista;-34.886809;-8.032167
9/15/2014;Ciclistas e pedestre;Pedestre;-34.926336;-8.018051
9/16/2014;Moto e Ciclomotor;Moto;-34.893131;-8.026961
9/16/2014;Moto e Ciclomotor;Moto;-34.878899;-8.03955
9/16/2014;Moto e Ciclomotor;Moto;-34.889586;-8.027551
9/16/2014;Moto e Ciclomotor;Moto;-34.912327;-8.007246
9/16/2014;Moto e Ciclomotor;Moto;-34.926108;-8.018815
9/16/2014;Moto e Ciclomotor;Moto;-34.900076;-8.077805
9/16/2014;Moto e Ciclomotor;Moto;-34.902553;-8.007195
9/16/2014;Ciclistas e pedestre;Ciclista;-34.930623;-8.061832
9/17/2014;Moto e Ciclomotor;Moto;-34.888041;-8.043782
9/17/2014;Moto e Ciclomotor;Moto;-34.890564;-8.039104
9/17/2014;Moto e Ciclomotor;Moto;-34.918022;-8.030674
9/17/2014;Moto e Ciclomotor;Moto;-34.89268;-8.019997
9/17/2014;Moto e Ciclomotor;Moto;-34.912105;-8.14072
9/17/2014;Ciclistas e pedestre;Pedestre;-34.923606;-8.002096
9/17/2014;Automóveis e outros;Táxi;-34.899706;-8.047749
9/18/2014;Moto e Ciclomotor;Ciclomotor;-34.906306;-8.110391
9/18/2014;Moto e Ciclomotor;Moto;-34.892219;-8.039213
9/18/2014;Moto e Ciclomotor;Moto;-34.901687;-8.030828
9/18/2014;Moto e Ciclomotor;Moto;-34.886323;-8.073331
9/18/2014;Ciclistas e pedestre;Acidente com morte;-34.876834;-8.047461
9/18/2014;Ciclistas e pedestre;Ciclista;-34.909143;-8.076321
9/18/2014;Ciclistas e pedestre;Pedestre;-34.918119;-8.02402
9/18/2014;Automóveis e outros;Táxi;-34.896475;-8.033551
9/18/2014;Automóveis e outros;Táxi;-34.90012;-8.035072
9/19/2014;Moto e Ciclomotor;Moto;-34.947083;-8.092518
9/19/2014;Moto e Ciclomotor;Moto;-34.949682;-8.09144
9/19/2014;Moto e Ciclomotor;Moto;-34.891253;-8.082206
9/19/2014;Moto e Ciclomotor;Moto;-34.940187;-8.088372
9/19/2014;Ciclistas e pedestre;Ciclista;-34.88812;-8.04424
9/20/2014;Moto e Ciclomotor;Moto;-34.901298;-8.12747
9/20/2014;Moto e Ciclomotor;Ciclomotor;-34.951222;-8.088797
9/20/2014;Moto e Ciclomotor;Moto;-34.918636;-8.121159
9/20/2014;Moto e Ciclomotor;Moto;-34.897265;-8.024012
9/20/2014;Moto e Ciclomotor;Ciclomotor;-34.91071;-8.090967
9/20/2014;Moto e Ciclomotor;Moto;-34.909178;-8.076794
9/20/2014;Moto e Ciclomotor;Moto;-34.881613;-8.030621
9/20/2014;Moto e Ciclomotor;Moto;-34.95009;-8.127364
9/20/2014;Moto e Ciclomotor;Moto;-34.918384;-8.075079
9/20/2014;Ciclistas e pedestre;Pedestre;-34.89341;-8.025564
9/21/2014;Moto e Ciclomotor;Moto;-34.893356;-8.005209
9/21/2014;Moto e Ciclomotor;Moto;-34.939721;-8.082031
9/21/2014;Moto e Ciclomotor;Moto;-34.916566;-8.026668
9/21/2014;Moto e Ciclomotor;Moto;-34.912113;-8.036719
9/21/2014;Ciclistas e pedestre;Ciclista;-34.888563;-8.03938
9/21/2014;Ciclistas e pedestre;Ciclista;-34.89183;-8.077591
9/21/2014;Automóveis e outros;Táxi;-34.884467;-8.053775
9/21/2014;Automóveis e outros;Táxi;-34.904884;-8.141166
9/22/2014;Moto e Ciclomotor;Moto;-34.917708;-8.140627
9/22/2014;Moto e Ciclomotor;Moto;-34.931518;-8.087215
9/22/2014;Moto e Ciclomotor;Moto;-34.893124;-8.048604
9/22/2014;Moto e Ciclomotor;Moto;-34.928268;-8.067449
9/22/2014;Ciclistas e pedestre;Acidente com morte;-34.929314;-8.092085
9/22/2014;Ciclistas e pedestre;Pedestre;-34.918917;-8.051671
9/22/2014;Ciclistas e pedestre;Pedestre;-34.934764;-8.042934
9/22/2014;Ciclistas e pedestre;Pedestre;-34.897084;-8.065582
9/23/2014;Moto e Ciclomotor;Moto;-34.901832;-8.137077
9/23/2014;Moto e Ciclomotor;Moto;-34.896762;-8.124035
9/23/2014;Moto e Ciclomotor;Moto;-34.881281;-8.053615
9/23/2014;Moto e Ciclomotor;Moto;-34.911024;-8.104921
9/23/2014;Moto e Ciclomotor;Moto;-34.9145;-8.139095
9/23/2014;Moto e Ciclomotor;Ciclomotor;-34.92127;-8.106449
9/23/2014;Moto e Ciclomotor;Moto;-34.895282;-8.080256
9/23/2014;Moto e Ciclomotor;Ciclomotor;-34.908678;-8.080277
9/23/2014;Moto e Ciclomotor;Moto;-34.916931;-8.122334
9/23/2014;Ciclistas e pedestre;Pedestre;-34.935424;-8.042599
9/23/2014;Ciclistas e pedestre;Pedestre;-34.906126;-8.019952
9/23/2014;Ciclistas e pedestre;Pedestre;-34.933026;-8.069385
9/23/2014;Automóveis e outros;Ônibus;-34.877595;-8.048514
9/23/2014;Automóveis e outros;Táxi;-34.902453;-8.048738
9/24/2014;Moto e Ciclomotor;Moto;-34.910093;-8.0979
9/24/2014;Moto e Ciclomotor;Moto;-34.882595;-8.053432
9/24/2014;Moto e Ciclomotor;Moto;-34.911229;-8.038694
9/24/2014;Ciclistas e pedestre;Ciclista;-34.926049;-8.018478
9/24/2014;Ciclistas e pedestre;Pedestre;-34.896695;-8.123842
9/24/2014;Ciclistas e pedestre;Pedestre;-34.900403;-8.128323
9/24/2014;Ciclistas e pedestre;Pedestre;-34.927235;-8.106971
9/25/2014;Moto e Ciclomotor;Moto;-34.933873;-8.089554
9/25/2014;Moto e Ciclomotor;Moto;-34.889282;-8.045202
9/25/2014;Ciclistas e pedestre;Pedestre;-34.882823;-8.061487
9/25/2014;Automóveis e outros;Caminhão;-34.895935;-8.052315
9/25/2014;Automóveis e outros;Ônibus;-34.888658;-8.049575
9/26/2014;Moto e Ciclomotor;Moto;-34.921884;-8.050009
9/26/2014;Moto e Ciclomotor;Moto;-34.944648;-8.037476
9/26/2014;Moto e Ciclomotor;Moto;-34.885937;-8.086089
9/26/2014;Moto e Ciclomotor;Moto;-34.927889;-8.018707
9/26/2014;Moto e Ciclomotor;Moto;-34.913891;-7.991434
9/26/2014;Moto e Ciclomotor;Ciclomotor;-34.955926;-8.023169
9/26/2014;Moto e Ciclomotor;Moto;-34.911536;-8.080326
9/26/2014;Moto e Ciclomotor;Moto;-34.912805;-8.080472
9/26/2014;Ciclistas e pedestre;Pedestre;-34.897765;-8.116788
9/26/2014;Automóveis e outros;Táxi;-34.894059;-8.03665
9/26/2014;Automóveis e outros;Táxi;-34.903709;-8.136429
9/27/2014;Moto e Ciclomotor;Moto;-34.907244;-8.058985
9/27/2014;Ciclistas e pedestre;Pedestre;-34.906107;-8.025097
9/28/2014;Moto e Ciclomotor;Moto;-34.925666;-8.083778
9/28/2014;Moto e Ciclomotor;Ciclomotor;-34.925054;-8.058359
9/28/2014;Moto e Ciclomotor;Moto;-34.885017;-8.089006
9/28/2014;Moto e Ciclomotor;Ciclomotor;-34.904047;-8.061213
9/28/2014;Moto e Ciclomotor;Moto;-34.903621;-8.061304
9/28/2014;Moto e Ciclomotor;Moto;-34.881358;-8.032162
9/28/2014;Moto e Ciclomotor;Ciclomotor;-34.927192;-8.106953
9/28/2014;Automóveis e outros;Caminhão;-34.886543;-8.021421
9/29/2014;Moto e Ciclomotor;Moto;-34.898055;-8.055719
9/29/2014;Moto e Ciclomotor;Moto;-34.890548;-8.083967
9/29/2014;Moto e Ciclomotor;Moto;-34.909492;-8.07109
9/29/2014;Moto e Ciclomotor;Moto;-34.927152;-8.065752
9/29/2014;Moto e Ciclomotor;Moto;-34.934839;-8.051775
9/29/2014;Moto e Ciclomotor;Moto;-34.915219;-8.031378
9/29/2014;Ciclistas e pedestre;Pedestre;-34.905501;-8.078204
9/29/2014;Automóveis e outros;Táxi;-34.90185;-8.031065
9/30/2014;Moto e Ciclomotor;Moto;-34.897397;-8.04347
9/30/2014;Moto e Ciclomotor;Moto;-34.890059;-8.044883
9/30/2014;Moto e Ciclomotor;Moto;-34.897216;-8.066671
9/30/2014;Moto e Ciclomotor;Moto;-34.931009;-8.047512
9/30/2014;Moto e Ciclomotor;Moto;-34.932913;-8.046838
9/30/2014;Moto e Ciclomotor;Moto;-34.932967;-8.082639
9/30/2014;Moto e Ciclomotor;Moto;-34.91645;-8.048426
9/30/2014;Moto e Ciclomotor;Moto;-34.897693;-8.125192
9/30/2014;Moto e Ciclomotor;Moto;-34.919963;-8.053552
9/30/2014;Ciclistas e pedestre;Pedestre;-34.878863;-8.06593
9/30/2014;Ciclistas e pedestre;Pedestre;-34.931486;-8.01417
9/30/2014;Ciclistas e pedestre;Pedestre;-34.928171;-8.100585
10/1/2014;Motos e Ciclomotores;Moto;-34.872217;-8.036831
10/1/2014;Motos e Ciclomotores;Ciclomotor;-34.916654;-8.037877
10/1/2014;Motos e Ciclomotores;Moto;-34.935799;-8.009998
10/1/2014;Motos e Ciclomotores;Moto;-34.883267;-8.050176
10/1/2014;Motos e Ciclomotores;Moto;-34.910031;-8.03808
10/1/2014;Motos e Ciclomotores;Moto;-34.885095;-8.032183
10/1/2014;Motos e Ciclomotores;Moto;-34.90378;-8.125337
10/1/2014;Pedestres e ciclista;Pedestre;-34.907743;-8.073528
10/1/2014;Automóveis e outros;Caminhão;-34.894558;-8.019673
10/2/2014;Motos e Ciclomotores;Ciclomotor;-34.941603;-8.092913
10/2/2014;Motos e Ciclomotores;Moto;-34.897224;-8.065311
10/2/2014;Motos e Ciclomotores;Moto;-34.88885;-8.044203
10/2/2014;Motos e Ciclomotores;Moto;-34.913204;-8.027716
10/3/2014;Motos e Ciclomotores;Moto;-34.928654;-8.07041
10/3/2014;Motos e Ciclomotores;Moto;-34.907531;-8.086367
10/3/2014;Motos e Ciclomotores;Moto;-34.981542;-8.034998
10/4/2014;Motos e Ciclomotores;Moto;-34.913545;-8.134786
10/4/2014;Motos e Ciclomotores;Ciclomotor;-34.972722;-8.03741
10/4/2014;Pedestres e ciclista;Ciclista;-34.883228;-8.040761
10/4/2014;Automóveis e outros;Ônibus;-34.881216;-8.053414
10/4/2014;Automóveis e outros;Táxi;-34.918534;-8.121273
10/5/2014;Motos e Ciclomotores;Ciclomotor;-34.920071;-8.012991
10/5/2014;Motos e Ciclomotores;Moto;-34.888665;-8.049571
10/5/2014;Motos e Ciclomotores;Ciclomotor;-34.895314;-8.004521
10/6/2014;Motos e Ciclomotores;Moto;-34.890017;-8.044851
10/6/2014;Motos e Ciclomotores;Moto;-34.894659;-8.051363
10/6/2014;Motos e Ciclomotores;Moto;-34.908639;-8.091203
10/6/2014;Motos e Ciclomotores;Moto;-34.883531;-8.032474
10/6/2014;Motos e Ciclomotores;Moto;-34.886876;-8.03209
10/6/2014;Motos e Ciclomotores;Moto;-34.903986;-8.079277
10/6/2014;Pedestres e ciclista;Pedestre;-34.912673;-8.035537
10/6/2014;Pedestres e ciclista;Pedestre;-34.895158;-8.004478
10/6/2014;Automóveis e outros;Ônibus;-34.885567;-8.07346
10/7/2014;Motos e Ciclomotores;Moto;-34.877788;-8.046917
10/7/2014;Motos e Ciclomotores;Moto;-34.887965;-8.051422
10/7/2014;Motos e Ciclomotores;Moto;-34.897905;-8.124989
10/7/2014;Motos e Ciclomotores;Moto;-34.894617;-8.039354
10/7/2014;Motos e Ciclomotores;Moto;-34.920033;-8.014385
10/7/2014;Pedestres e ciclista;Pedestre;-34.913668;-8.026935
10/7/2014;Automóveis e outros;Táxi;-34.914376;-8.022742
10/8/2014;Motos e Ciclomotores;Moto;-34.878226;-8.049276
10/8/2014;Motos e Ciclomotores;Moto;-34.910278;-8.062209
10/8/2014;Motos e Ciclomotores;Moto;-34.921793;-8.051719
10/8/2014;Motos e Ciclomotores;Moto;-34.891005;-8.03731
10/8/2014;Motos e Ciclomotores;Moto;-34.906566;-8.05079
10/8/2014;Pedestres e ciclista;Carroça;-34.91457;-8.122707
10/8/2014;Pedestres e ciclista;Ciclista;-34.916659;-8.052967
10/8/2014;Pedestres e ciclista;Ciclista;-34.884971;-8.09175
10/8/2014;Pedestres e ciclista;Ciclista;-34.919558;-8.080886
10/8/2014;Automóveis e outros;Ônibus;-34.942746;-8.038329
10/9/2014;Motos e Ciclomotores;Moto;-34.905559;-8.061192
10/9/2014;Motos e Ciclomotores;Moto;-34.912287;-8.023896
10/9/2014;Motos e Ciclomotores;Moto;-34.926546;-8.111342
10/9/2014;Motos e Ciclomotores;Moto;-34.905163;-8.081293
10/9/2014;Motos e Ciclomotores;Moto;-34.877551;-8.032011
10/9/2014;Motos e Ciclomotores;Moto;-34.898844;-8.052428
10/9/2014;Motos e Ciclomotores;Moto;-34.892986;-8.079498
10/9/2014;Pedestres e ciclista;Pedestre;-34.887629;-8.04931
10/10/2014;Motos e Ciclomotores;Moto;-34.887946;-8.048535
10/10/2014;Motos e Ciclomotores;Moto;-34.924512;-8.068392
10/10/2014;Motos e Ciclomotores;Moto;-34.92231;-8.11345
10/10/2014;Motos e Ciclomotores;Moto;-34.908961;-8.143179
10/10/2014;Pedestres e ciclista;Ciclista;-34.898565;-8.056311
10/10/2014;Pedestres e ciclista;Pedestre;-34.887149;-8.05924
10/10/2014;Automóveis e outros;Acidente com morte;-34.916039;-8.075627
10/10/2014;Automóveis e outros;Ônibus;-34.888025;-8.10198
10/11/2014;Motos e Ciclomotores;Moto;-34.920248;-8.051013
10/11/2014;Motos e Ciclomotores;Moto;-34.895649;-8.065457
10/11/2014;Motos e Ciclomotores;Moto;-34.926631;-8.110949
10/11/2014;Motos e Ciclomotores;Moto;-34.906247;-8.134836
10/11/2014;Motos e Ciclomotores;Moto;-34.901773;-8.030834
10/11/2014;Motos e Ciclomotores;Moto;-34.910737;-8.140054
10/11/2014;Motos e Ciclomotores;Moto;-34.893812;-8.067284
10/11/2014;Motos e Ciclomotores;Moto;-34.92366;-8.001958
10/11/2014;Motos e Ciclomotores;Moto;-34.904509;-8.119074
10/11/2014;Pedestres e ciclista;Pedestre;-34.92642;-8.047611
10/11/2014;Pedestres e ciclista;Pedestre;-34.886795;-8.043237
10/11/2014;Pedestres e ciclista;Pedestre;-34.917963;-8.142186
10/11/2014;Automóveis e outros;Táxi;-34.889276;-8.011318
10/11/2014;Automóveis e outros;Táxi;-34.905066;-8.14499
10/11/2014;Automóveis e outros;Táxi;-34.890507;-8.074686
10/12/2014;Motos e Ciclomotores;Moto;-34.906;-8.146864
10/12/2014;Motos e Ciclomotores;Moto;-34.886473;-8.098086
10/12/2014;Motos e Ciclomotores;Moto;-34.925848;-8.106769
10/12/2014;Motos e Ciclomotores;Moto;-34.896886;-8.112872
10/12/2014;Motos e Ciclomotores;Moto;-34.908087;-8.122999
10/13/2014;Motos e Ciclomotores;Ciclomotor;-34.898688;-8.1237
10/13/2014;Motos e Ciclomotores;Ciclomotor;-34.896746;-8.117837
10/13/2014;Motos e Ciclomotores;Moto;-34.896427;-8.033715
10/13/2014;Motos e Ciclomotores;Moto;-34.952359;-8.085648
10/13/2014;Pedestres e ciclista;Pedestre;-34.890548;-8.109358
10/13/2014;Pedestres e ciclista;Pedestre;-34.931808;-8.044384
10/13/2014;Pedestres e ciclista;Pedestre;-34.908768;-8.057599
10/14/2014;Motos e Ciclomotores;Moto;-34.909787;-8.068312
10/15/2014;Motos e Ciclomotores;Moto;-34.896558;-8.119531
10/15/2014;Motos e Ciclomotores;Moto;-34.910425;-7.995121
10/15/2014;Motos e Ciclomotores;Moto;-34.931172;-8.015326
10/15/2014;Motos e Ciclomotores;Moto;-34.901075;-8.120338
10/15/2014;Motos e Ciclomotores;Ciclomotor;-34.900126;-8.055679
10/15/2014;Motos e Ciclomotores;Moto;-34.939678;-8.119266
10/16/2014;Motos e Ciclomotores;Moto;-34.91406;-8.054263
10/16/2014;Motos e Ciclomotores;Moto;-34.937594;-8.111451
10/16/2014;Motos e Ciclomotores;Moto;-34.929818;-8.061556
10/16/2014;Motos e Ciclomotores;Ciclomotor;-34.911961;-8.108963
10/16/2014;Motos e Ciclomotores;Moto;-34.92956;-8.04491
10/16/2014;Motos e Ciclomotores;Moto;-34.900973;-8.119523
10/16/2014;Motos e Ciclomotores;Moto;-34.897894;-8.026813
10/16/2014;Motos e Ciclomotores;Moto;-34.930054;-8.061729
10/16/2014;Motos e Ciclomotores;Moto;-34.944935;-8.072338
10/16/2014;Motos e Ciclomotores;Moto;-34.897025;-8.045462
10/16/2014;Motos e Ciclomotores;Moto;-34.902218;-8.031184
10/16/2014;Motos e Ciclomotores;Moto;-34.872939;-8.06393
10/16/2014;Motos e Ciclomotores;Ciclomotor;-34.910388;-8.080299
10/16/2014;Automóveis e outros;Táxi;-34.892795;-8.056523
10/16/2014;Automóveis e outros;Táxi;-34.894257;-8.08662
10/16/2014;Automóveis e outros;Táxi;-34.928155;-8.067712
10/17/2014;Motos e Ciclomotores;Ciclomotor;-34.926857;-8.047204
10/17/2014;Motos e Ciclomotores;Moto;-34.927361;-8.04696
10/17/2014;Motos e Ciclomotores;Ciclomotor;-34.882337;-8.070142
10/17/2014;Motos e Ciclomotores;Moto;-34.884625;-8.042502
10/17/2014;Motos e Ciclomotores;Moto;-34.896111;-8.054075
10/17/2014;Motos e Ciclomotores;Moto;-34.9127;-8.11131
10/17/2014;Motos e Ciclomotores;Moto;-34.957925;-8.029803
10/17/2014;Pedestres e ciclista;Ciclista;-34.918292;-8.073586
10/17/2014;Automóveis e outros;Táxi;-34.957734;-8.030085
10/17/2014;Automóveis e outros;Táxi;-34.944465;-8.118381
10/18/2014;Motos e Ciclomotores;Moto;-34.897438;-8.056521
10/18/2014;Motos e Ciclomotores;Ciclomotor;-34.896746;-8.124048
10/18/2014;Motos e Ciclomotores;Moto;-34.924228;-8.055384
10/18/2014;Motos e Ciclomotores;Moto;-34.914764;-8.106842
10/18/2014;Automóveis e outros;Táxi;-34.906568;-8.025599
10/19/2014;Motos e Ciclomotores;Moto;-34.908458;-8.091274
10/19/2014;Motos e Ciclomotores;Moto;-34.903819;-8.061205
10/19/2014;Motos e Ciclomotores;Moto;-34.875219;-8.067664
